Urgency,Days,TA,ID,Title,Status,Type,Opened,Deadline,Clarification,Score,Matched Terms,Theme,ESA-star
BLUE - monitor/no deadline,,1-13441,185696,DYNAMIC HIGH-VOLUME DATA DISTRIBUTION FOR INTEGRATED OPTICAL AND RF NETWORKS (ARTES 4.0 SL SPL 6C.082) - EXPRO+,Intended,Open Competition,,,,1,satellite,"Objective: The objective of the activity is to develop bundle protocol and network stack, enabling automatic high-volume end-to-enddata distribution within integratedRF and optical networks. The testbed shall be developed to test networks feature heterogenous links, e.g. in terms of data rates or latencies, and includeend users, mission and payload control centres, optical and RF ground stations and space data relay systems.TargetedImprovements:Standardised data distribution irrespective of RF or optical communication.Reduced ground segment complexity (single system for RF and optical).Automatic network-based distribution.Increased E2E data delivery accountability leveraging unified reportin",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185696
BLUE - monitor/no deadline,,1-13522,187336,EFC3 - WORK ORDER EOP MISSION CRITICAL IT INFRASTRUCTURE SUPPORT - 3-EOP-ITS-1-004,Intended,Open Competition,,,,1,satellite,"EOP maintains an IT infrastructure (servers, network storage) dedicated to support mission-critical functions during satellite implementation, commissioning and operations. This Work Package is dedicated to administering this infrastructure, including maintenanceand evolution planning, configuration and operations as needed by the various EOP missions, and liaising with the ESA network and security teams to ensure adequate network and security configuration of this infrastructure.",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187336
BLUE - monitor/no deadline,,1-13449,185952,END TO END DIGITALISATION OF GNC/AOCS DEVELOPMENT EXPRO PLUS,Intended,Open Competition,,,,1,validation,"ObjectivesTo define the end-to-end digital development of AOCS/GNC subsystem, including definition of artefacts, tools, method andtechniques, as well as needed development, based on a pilot use case application.DescriptionDigitalisation is creating new processes and radically altering existing workflows. The goal of this activity is to analyse the digital transformations to come for the AOCS/GNC subsystem. This includes, analysis of influences of digitalisation on subsystem development process; impact on standard AOCS/GNC artefacts produced in ESA projects; impact of digitalisation and Model Based engineering on the AOCS/GNC verification process.This activity aims at defining the tools, meth",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185952
BLUE - monitor/no deadline,,1-13639,192617,"EQCI-02: EUROQCI GOVERNMENTAL SYSTEM CONCEPT STUDY (PHASE A), REFERENCE AND VALIDATION ENVIRONMENT AND ENGINEERING SUPPORT - STAGE 1 (CLASSIFIED)",Intended,Open Competition,,,,1,validation,"This activity aims at defining the EuroQCI Governmental System concept, consolidating mission and security requirements, developingthe system and segment architectures, identifying technical and regulatory gaps, and establishing the security, assurance and certification foundations required to support subsequent development phases and the Phase A PRR.",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192617
BLUE - monitor/no deadline,,1-13658,192616,"ESA SPACE WEATHER SERVICE NETWORK PRE-OPERATION, EVOLUTIONARY MAINTENANCE AND DEVELOPMENT",Intended,Open Competition,,,,1,quality,"The present activity pursues two main objectives.First, it shall ensure the continued high-quality provision of pre-operational space weather services under the existing SWE Service Network. This includes maintaining the availability of the products and servicescurrently included in the Network portfolio through the SWE Service Portal, ensuring the integration of newly developed or updated products, providing first- and second-line end-user support, delivering tailored bulletins to high-priority users, and performing continuous and evolutionary maintenance of key service components.In addition, the service catalogue shall be updated and adapted to reflect emerging and future needs of a Europ",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192616
BLUE - monitor/no deadline,,1-13434,185699,EXPLORING MISSION CONCEPTS FOR QUANTUM SPACE NETWORK (QUASAR) DEMONSTRATOR (ARTES 4.0 SL SPL 3H.012) - EXPRO+,Intended,Open Competition,,,,1,satellite,"Objective: The objective of the activity is to investigate mission concepts for entanglement distribution QUAntum SpAce netwoRk (QUASAR) in the context ofQuantum Information Networks. The aim is to define preliminary requirements of the in-orbit-experiment, involving a space segment and at least twodistant ground stations, required to verify entanglement distribution from space.TargetedImprovements:The targeted improvement is to mature the quantum payload concept definition and mission requirement, to improve the viability of the in-orbitexperiment of satellite entanglement distribution with the current and near-future technology.Description: The development of Quantum Information Networks (",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185699
BLUE - monitor/no deadline,,1-13609,190774,FRAME-BY-FRAME SWITCHING OF DVB-S2X AND RCS2 IN RETURN LINK (ARTES AT 3C.053) (ON DELEGATION REQUEST),Intended,Open Competition,,,,1,satellite,"Objective: The objective of this activity is to develop and test a prototype terminal capable of DVB-S2X and RCS2 real-time switching in the return link utilising a Commercial-off-the-Shelf (COTS) modem ASIC. In a second step, the activity will develop a hub burst demodulator and scheduler, capable of using both, DVB-S2X and RCS2 frame types, allowing aflexible bandwidth share based on traffic types. End-to-end testing will include performance evaluation of the full return link comprising hub and user terminal.TargetedImprovements: Increase return link spectral efficiency up to 30% and demonstrate throughput beyond 100 Mbaud while retaining the intrinsic flexibility of MF-TDMA to retain low ",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190774
BLUE - monitor/no deadline,,1-13678,193757,HE-SWE-03B - GLOBAL MULTI-MOMENT MULTI-FLUID MODEL OF THE MAGNETOSPHERE,Intended,Open Competition,,,,1,validation,"The Agency seeks to assess the applicability and operational potential of a multi-moment, multi-fluid modelling approach for forecasting and nowcasting the Earth's magnetospheric space weather environment. While current operational systems predominantly rely on global MHD models and fully kinetic approaches remain computationally challenging for routine use, this activity aims to demonstrate whether a multi-fluid framework can provide an effective balance between physical realism and operational performance. Bidders are expected to employ real observational data for model verification, validation, calibration, and performance enhancement, investigating techniques such as data assimilation, d",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193757
BLUE - monitor/no deadline,,1-13502,187380,HYDRON MARITIME: SATELLITE OPTICAL NETWORK EXTENSION (ARTES 4.0 SL SPL 3A.239) EXPRO+,Intended,Open Competition,,,,1,satellite,"Objective:The objective of this study is to develop a system concept evolving HydRON services to maritime communications and identify the technology gaps as well as the required development roadmap.Targeted Improvements:To enable maritime communications with satellite HydRON (High-throughput Optical Network) systemDescription:Maritime routes are strategic in a connected world, where economies are interdependent. 80% of the global trade depends on shipping. Current strategical routes include South China, South India, Suez Canal, Mediterranean see, trans-Atlantic and Panama Canal. Together with the current routes, the transit along the arctic seais currently becoming more attention for cargo s",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187380
BLUE - monitor/no deadline,,1-13518,187376,HYDRON UPGRADE KIT: ESTOL-COMPLIANT PORTABLE MODEM UPGRADE KIT FOR OPTICAL GROUND STATIONS (ARTES 4.0 SL SPL 6C.091) EXPRO+,Intended,Open Competition,,,,1,satellite,"Objective:To develop a portable modem that can be easily integrated in an existing optical ground station to make it compatible with ESTOL specificationsTargeted Improvements:Increased interoperability between existing optical ground stations and future satellite systems (e.g., HydRON).Description:There are a number of existing or planned optical ground stations (OGSs) that are currently used for scientific missions or to demonstrate quantum technologies. Those OGSs are not compliant to the ESA Specifications for Terabit/s Optical Links (ESTOL). To maximise the benefit of early Member State investments, the activity shall develop an upgrade kit"" for multiple existing OGS infrastructures. An ",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187376
BLUE - monitor/no deadline,,4-40052,193758,MOONLIGHT STANDARD CALL FOR PROPOSALS - PRODUCT ACTIVITIES,Intended,Call for Proposals,,,,1,satellite,"This Call for Proposals is for industry-initiated Product Activities for the Moonlight Programme. Participating States' industries,satellite operators, service providers, in cooperation with users and customer communities when relevant, as well as universities and research institutes, may submit proposals to the call at their own initiative and at any time. The activities shall be implementedthrough non-competitive tender actions.",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193758
BLUE - monitor/no deadline,,1-13530,187381,MULTI-APERTURE DIGITAL COHERENT AND INCOHERENT GROUND MODEM FOR OPTICAL COMMUNICATIONS (ARTES 4.0 SL SPL 6C.081) - EXPRO+ (ON REQUEST),Intended,Open Competition,,,,1,processing,"Objective: The objective of this activity is to design, manufacture and test a digital coherent and incoherent signal combining receiver that utilises multiple smalltelescopes, achieving a large effective collection area.TargetedImprovements:Reduction of system cost and complexity by using multiple small apertures to avoid the use of a larger aperture with an adaptive optics system whilemaintaining the total corresponding coupled power-in-fibre.Enabling modular system design, allowing incremental future upgrades to enhance link power budget.Description: The logical progression in optical receiver development is to use a modular receiver design with multiple apertures combined coherently and ",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187381
BLUE - monitor/no deadline,,1-13466,185956,OPTICAL KEY DISTRIBUTION CONCEPT ASSESSMENT FOR SECURE COMMUNICATION IN SPACE (ARTES 4.0 SL SPL 3A.231) EXPRO+ (ON REQUEST),Intended,Open Competition,,,,1,satellite,"Objective: The objective of this activity is to develop and test a free-space communication link with optical key distribution (OKD) functionality.TargetedImprovements:Improvement of the key distribution rate by at least a factor of 100 with respect to QKD, alternatively, the reduction of the aperture sizes of both terminals(for the same key rate as QKD). Provision of the security assessment for OKD.Description: In the vast majority of cases, the security of communication systems is only ensured at their digital layers, leaving the lowest physical layer open toeavesdropping and interference. The primary concern in space scenarios is passive attacks, where the adversary is often able to captu",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185956
BLUE - monitor/no deadline,,1-13457,185951,POWER MANAGEMENT IC WITH LOW VOLTAGE DYNAMIC POINT OF LOAD REGULATION - EXPRO PLUS,Intended,Open Competition,,,,1,processing,"To develop a Power Management IC with low voltage dynamic point of load regulation able to supply independently multiplesupply rails.Description: Exploration in harsh environments with long lunar nights and limited amount of energy poses difficult challenges for the success of these missions. Traditional standby modes, which consume a substantial amount of power when inactive, have proven detrimental for applications of this nature. By utilizing advanced power management techniques such as dynamic voltage scaling, selective rail supply, and sequenced control of FPGAs and microcontrollers, significant energy savings can be achieved. This Power Management ICs could be utilized in all the proce",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185951
BLUE - monitor/no deadline,,1-13661,192610,PROJECT MANAGEMENT CONTROLLING ACADEMY - EXPRO PLUS,Intended,Open Competition,,,,1,quality,"The purpose of this Invitation to Tender (ITT) is to procure support services for the implementation of the PMC Academy covering training development, ramp-up and release activities, initial operational support, and hand-over of the Academy to an operating entity designated by ESA. Therefore, the Contractor shall support ESA in achieveing the following objectives:Developing and maintaining high-quality training programmes and associated learning material in accordance with the Academy framework established by ESA;Supporting the implementation of the Academy through a phased and wave-based deployment approach;Providing training coordination, administration, logistics and operational support f",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192610
BLUE - monitor/no deadline,,1-13647,192133,"S2-LT-04 + S2-LT-05 DEMONSTRATION OF THE OPERATIONAL CAPABILITY, ROBUSTNESS ENHANCEMENT AND MARKET READINESS OF NETWORKED LASER DEBRIS TRACKING - EXPRO +",Intended,Open Competition,,,,1,satellite,"The activity aims to mature and expand the Debris Laser Tracking Network toward operational readiness and market applicability. It focuses on improving automation, system performance, product accuracy, and end-user alignment, while also addressing legal and regulatory constraints for compliant laser ranging operations, including potential ranging to active satellites.The network will be expanded by integrating at least one additional Satellite Laser Ranging station, upgraded to support debris laser ranging also during daytime, to improve station automation, and to interface with the DLTN automation framework.A coordinated observation campaign, involving end users and the ESA Laser Ranging St",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192133
BLUE - monitor/no deadline,,1-13587,190186,S3-CL-03 ERASE PHASE A ACTIVE DEBRIS REMOVAL MISSION FOR LARGE UNPREPARED LEO PLATFORMS - EXPRO+,Intended,Open Competition,,,,1,satellite,"ESA intends to implement a Zero Debris policy by 2030 and has a long-term vision for a sustainable and safe space environment leveraging on the development of a space circular economy.Large Low Earth Orbit (LEO) satellites in particular present significant risks, both in terms of potential collisions and ground casualty hazards resulting from uncontrolled re-entry. The ESA's Clean Space Office has been pioneering the study of ADR since 2012, starting with the e.Deorbit study, followed by the ClearSpace-1 and the CAT mission in more recent years, under the ADRIOS initiative part of the ESA Space Safety Program. In the past years there has been growing interest in ADR services targeting large ",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190186
BLUE - monitor/no deadline,,1-13593,190748,S3-S2P-01 SPACE SAFETY TEST AND VALIDATION,Intended,Open Competition,,,,1,validation,"This procurement is competitive tendering for a service activity to ESA for the technical expert support in the framework of the Space Safety Programme. The content of this procurement is the work by technical experts to support monitoring of the industrial development activities and verification and acceptance testing of the deliverables from the industrial contracts for the Space Weather, Space Debris and Clean Space Segments. The expertise within this contract includes scientific expertise on space weather, technical expertise on spaceborne and ground-based instruments and IT expertise for all three Space Safety segments. All services in this activity are managed and delivered through the",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190748
BLUE - monitor/no deadline,,1-13590,190764,SPECTRUM COEXISTENCE LABORATORY (ARTES 4.0 SPL 4S 3A.229) - EXPRO+,Intended,Open Competition,,,,1,satellite,"The objective is to develop a standardised test laboratory to evaluate the coexistence of various satellite and terrestrial systemswithin a realistic, emulated, and controlled environment.TargetedImprovements: Enable a quantified and objective assessment of mutual interferences. Reduce satcom service outage due to interference from third systems to less than 0.1%.Description: Traditional methods of interference analysis and simulation, which often rely on static models and assumptions, are insufficient to describe thereal-time interactions and variability ofsatellite and terrestrial telecommunication networks. For example, in assessing the potential interference of new NGSO systems, it is ma",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190764
BLUE - monitor/no deadline,,1-13657,192547,STRATEGIC ADVOCACY FACILITY,Intended,Open Competition,,,,1,eo,"The Strategic Advocacy Facility is a strategic Action Readiness instrument within ESA's Earth Action framework that enables the translation of EO innovation, science and applications into sustained operational uptake and impact, particularly within the impact finance ecosystem of International Financial Institutions, climate and environmental funds, and developing-country stakeholders. The Facility combines programme-level impact measurement and evidence generation, strategic partnership engagement, institutional advisorysupport, country-level uptake assessment, strategic intelligence, advocacy and communication within a single integrated framework. Building on the legacy and assets of the G",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192547
BLUE - monitor/no deadline,,1-13562,188556,TALLINN HELSINKI OPTICAL RELAY (THOR) TESTBED (ARTES 4.0 SL SPL 6C.092) - REQUESTED,Intended,Open Competition,,,,1,satellite,Objective: The objective of the activity is to define and develop a free space optical communication testbed suitable for testing a cross-atmospheric optical connectivity in the horizontal link between Tallinn and Helsinki. Targeted Improvements: To create a terrestrial testbed capability allowing for demonstration and long-term communication testing. The testbed will provide information on the long-distance atmospheric channel and the stability of the optical links in fixed and mobile configuration. The testbed facility will support new technology developments for optical and quantum satellite communication. Description: Most of satellite constellations developed these days include intersat,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/188556
